"","Model","AUCMEAN","ROCRAUCMEAN","AUC","ROCRAUC"
"202","344","0.973668424134417","0.973668424134417","0.966340250446179","0.966340250446184"
"203","657","0.972086540204865","0.972086540204865","0.966307281577582","0.966307281577583"
"204","359","0.976923015030528","0.976923015030528","0.966301054124625","0.966301054124625"
"205","108","0.969797630411456","0.969797630411456","0.966298856200052","0.966298856200052"
"206","381","0.97461144129778","0.97461144129778","0.966285302331851","0.96628530233185"
"207","591","0.97461144129778","0.97461144129778","0.966285302331851","0.96628530233185"
"208","801","0.97461144129778","0.97461144129778","0.966285302331851","0.96628530233185"
"209","514","0.971200129061076","0.971200129061076","0.966272481105175","0.966272481105173"
"210","715","0.973072402721977","0.973072402721977","0.966238413274292","0.966238413274289"
"211","554","0.973868276297504","0.973868276297504","0.966171742895575","0.966171742895573"
"212","132","0.97151702495704","0.97151702495704","0.966167347046429","0.966167347046432"
"213","380","0.975481804866673","0.975481804866673","0.966160020631185","0.966160020631185"
"214","379","0.974073807099978","0.974073807099978","0.966129982328686","0.966129982328686"
"215","589","0.974073807099978","0.974073807099978","0.966129982328686","0.966129982328686"
"216","799","0.974073807099978","0.974073807099978","0.966129982328686","0.966129982328686"
"217","556","0.971799051261561","0.971799051261561","0.966127051762589","0.966127051762592"
"218","345","0.973061363286983","0.973061363286982","0.966121190630394","0.966121190630394"
"219","588","0.978047658437122","0.978047658437122","0.966090419686371","0.96609041968638"
"220","552","0.971722909350425","0.971722909350425","0.966083093271127","0.966083093271126"
"221","342","0.971794337921853","0.971794337921853","0.966061114025396","0.966061114025395"
"222","618","0.975094622808535","0.975094622808535","0.965905427701469","0.965905427701469"
"223","780","0.970410578339395","0.970410578339395","0.96580139260501","0.96580139260501"
"224","184","0.975780600671903","0.975780600671903","0.965771354302511","0.96577135430251"
"225","295","0.972568201041305","0.972568201041305","0.965762196283456","0.965762196283454"
"226","505","0.972568201041305","0.972568201041305","0.965762196283456","0.965762196283454"
"227","656","0.974343770413381","0.974343770413381","0.965695525904739","0.965695525904742"
"228","528","0.969213657535204","0.969213657535204","0.965638746186601","0.965638746186596"
"229","670","0.974369031789504","0.974369031789504","0.965600282506572","0.96560028250657"
"230","388","0.971142759976593","0.971142759976593","0.965520790901178","0.965520790901178"
"231","800","0.97519044588184","0.97519044588184","0.965491118919442","0.965491118919442"
"232","782","0.973100927310922","0.973100927310921","0.965388549106031","0.965388549106034"
"233","808","0.97143911593885","0.97143911593885","0.965381222690787","0.965381222690788"
"234","227","0.969234695120483","0.969234695120483","0.965343491652283","0.965343491652285"
"235","831","0.974461423117431","0.974461423117431","0.965323344010362","0.965323344010358"
"236","138","0.975113886156843","0.975113886156843","0.965289642500242","0.965289642500245"
"237","611","0.97561499098883","0.97561499098883","0.965210150894848","0.965210150894849"
"238","612","0.969112691937334","0.969112691937334","0.965163261837289","0.965163261837289"
"239","103","0.974548000007317","0.974548000007317","0.96514824268604","0.965148242686046"
"240","555","0.973617254478444","0.973617254478444","0.965126629761071","0.965126629761071"
"241","569","0.975789610946079","0.975789610946079","0.965121134949638","0.965121134949638"
"242","598","0.970630250733385","0.970630250733385","0.965088532401804","0.965088532401806"
"243","759","0.974027090123356","0.974027090123356","0.964994754286686","0.964994754286688"
"244","100","0.973732985416108","0.973732985416108","0.964991823720588","0.964991823720588"
"245","738","0.968462647877363","0.968462647877363","0.964988160512966","0.964988160512969"
"246","754","0.974793332570422","0.974793332570422","0.964966547587998","0.964966547588006"
"247","621","0.972469997263873","0.972469997263873","0.964954092682083","0.964954092682086"
"248","320","0.973715428915555","0.973715428915555","0.964931380794828","0.96493138079483"
"249","822","0.968207635035494","0.968207635035494","0.964851522868673","0.964851522868674"
"250","773","0.969635150602715","0.969635150602715","0.964835771075899","0.964835771075902"
"251","747","0.974551857975329","0.974551857975329","0.964805366452638","0.964805366452635"
"252","13","0.963953951109234","0.963953951109234","0.96472843909258","0.96472843909258"
"253","745","0.967743775876758","0.967743775876758","0.964706459846849","0.964706459846851"
"254","404","0.973016142907445","0.973016142907445","0.964563594749598","0.964563594749607"
"255","766","0.970712655171948","0.970712655171948","0.964561396825025","0.964561396825029"
"256","794","0.965913659393616","0.965913659393616","0.964532127995187","0.964532127995187"
"257","576","0.973569465955012","0.973569465955012","0.964411937954055","0.964411937954054"
"258","829","0.967172531999448","0.967172531999448","0.964388493425275","0.964388493425278"
"259","527","0.972102676318887","0.972102676318887","0.964338673801618","0.964338673801618"
"260","394","0.973252838554527","0.973252838554527","0.964337574839332","0.964337574839331"
"261","189","0.976235821071057","0.976235821071057","0.964293982668632","0.96429398266864"
"262","198","0.974064874183658","0.974064874183658","0.964266142290706","0.964266142290707"
"263","450","0.97318139903272","0.97318139903272","0.964236836629732","0.964236836629732"
"264","129","0.972241659935352","0.972241659935352","0.964198739270465","0.964198739270463"
"265","437","0.968880912712231","0.96888091271223","0.964148553326046","0.96414855332605"
"266","156","0.975264758976833","0.975264758976833","0.964029865399099","0.964029865399099"
"267","614","0.972715532817071","0.972715532817071","0.96402656851224","0.964026568512239"
"268","834","0.970493479500591","0.970493479500591","0.963992134360594","0.963992134360601"
"269","590","0.974481136145416","0.974481136145416","0.963959898133522","0.963959898133523"
"270","821","0.972839364561307","0.972839364561307","0.963909345868341","0.963909345868341"
"271","93","0.971293203648418","0.971293203648418","0.963906415302244","0.963906415302244"
"272","210","0.974934323659943","0.974934323659943","0.963781866243102","0.963781866243101"
"273","191","0.974945342010358","0.974945342010358","0.963752560582128","0.963752560582127"
"274","750","0.970255270108647","0.970255270108647","0.963723987562677","0.96372398756268"
"275","107","0.974213674219407","0.974213674219407","0.963691385014843","0.963691385014844"
"276","764","0.971488604831629","0.971488604831629","0.963614823975547","0.963614823975551"
"277","549","0.97142710354267","0.97142710354267","0.963581488786189","0.963581488786181"
"278","339","0.97142710354267","0.97142710354267","0.963519946898142","0.963519946898133"
"279","23","0.975248352044985","0.975248352044985","0.963364993215739","0.963364993215739"
"280","838","0.973025051559494","0.973025051559494","0.963350340385252","0.963350340385251"
"281","757","0.972692400312321","0.972692400312321","0.963340083403911","0.963340083403915"
"282","317","0.97261862865699","0.97261862865699","0.963238978873549","0.963238978873548"
"283","630","0.976368867805884","0.976368867805884","0.963161318871966","0.963161318871961"
"284","796","0.970876469137015","0.970876469137015","0.963132745852516","0.963132745852511"
"285","87","0.969295601738375","0.969295601738375","0.96309977698392","0.963099776983918"
"286","530","0.972070028131125","0.972070028131125","0.963093183210201","0.963093183210212"
"287","177","0.970844247988066","0.970844247988066","0.962815878393229","0.962815878393229"
"288","114","0.974023309199078","0.974023309199078","0.962714407542105","0.962714407542105"
"289","597","0.968573855551555","0.968573855551555","0.962685834522655","0.962685834522655"
"290","348","0.970828735298356","0.970828735298356","0.96265140037101","0.962651400371011"
"291","520","0.970983988932035","0.970983988932035","0.962646271880339","0.962646271880339"
"292","824","0.971256286648508","0.971256286648508","0.962589858482963","0.962589858482968"
"293","240","0.972948365947205","0.972948365947205","0.962585828954579","0.962585828954579"
"294","737","0.971880880345252","0.971880880345252","0.962536009330922","0.962536009330923"
"295","607","0.971441213089385","0.971441213089385","0.962470437914492","0.962470437914492"
"296","661","0.964933372827723","0.964933372827723","0.962448458668761","0.962448458668762"
"297","408","0.972849267546394","0.972849267546394","0.962393144233672","0.962393144233672"
"298","604","0.971416422146395","0.971416422146395","0.962314385269803","0.962314385269802"
"299","170","0.971814941042181","0.971814941042181","0.962271525740627","0.962271525740627"
"300","779","0.972338442238017","0.972338442238017","0.962259070834713","0.962259070834713"
"301","583","0.973382665614041","0.973382665614041","0.962232329419074","0.962232329419074"
"302","324","0.972925066466185","0.972925066466185","0.962216211305538","0.962216211305538"
"303","366","0.973112837335022","0.973112837335022","0.962198261588191","0.962198261588191"
"304","127","0.970523586215198","0.970523586215198","0.962154669417491","0.962154669417496"
"305","717","0.968404343860903","0.968404343860903","0.962149174606059","0.96214917460606"
"306","30","0.973683611196237","0.973683611196237","0.962144046115388","0.962144046115388"
"307","310","0.971417954089684","0.971417954089684","0.962039644698166","0.962039644698167"
"308","744","0.973448183973677","0.973448183973677","0.962023160263868","0.962023160263868"
"309","288","0.964499814192587","0.964499814192587","0.96200667582957","0.962006675829572"
"310","722","0.968074967747036","0.968074967747036","0.961988359791461","0.961988359791459"
"311","121","0.972373201426268","0.972373201426268","0.961983597621552","0.961983597621553"
"312","233","0.973881755984455","0.973881755984455","0.961980300734693","0.961980300734693"
"313","303","0.969237335454005","0.969237335454005","0.961971509036401","0.961971509036401"
"314","297","0.968320310247458","0.968320310247458","0.961951727715243","0.961951727715245"
"315","507","0.968320310247458","0.968320310247458","0.961951727715243","0.961951727715245"
"316","523","0.970580806661447","0.970580806661447","0.961896779600915","0.961896779600916"
"317","807","0.969676749398692","0.969676749398692","0.961778091673969","0.961778091673969"
"318","786","0.973153499627523","0.973153499627523","0.961770032617201","0.9617700326172"
"319","775","0.970474543169106","0.970474543169106","0.961747320729945","0.961747320729944"
"320","758","0.970071668043393","0.970071668043393","0.961709223370679","0.961709223370679"
"321","723","0.968314353947602","0.968314353947602","0.96169273893638","0.96169273893638"
"322","740","0.970989049256271","0.970989049256271","0.961641087708913","0.961641087708917"
"323","660","0.97254842521868","0.97254842521868","0.961609217802603","0.961609217802602"
"324","712","0.965809243037378","0.965809243037378","0.961607386198792","0.961607386198796"
"325","498","0.964264739592623","0.964264739592623","0.961569288839525","0.961569288839527"
"326","387","0.96826425003123","0.96826425003123","0.961524231385777","0.961524231385777"
"327","223","0.962378668963905","0.962378668963905","0.961508479593003","0.961508479593004"
"328","666","0.968422888054999","0.968422888054999","0.961504816385381","0.961504816385388"
"329","397","0.9711271916329","0.9711271916329","0.961499687894711","0.96149968789471"
"330","457","0.973803334099967","0.973803334099967","0.961419829968555","0.961419829968554"
"331","752","0.963277176025615","0.963277176025615","0.961390790371063","0.961390790371063"
"332","443","0.974129524623768","0.974129524623768","0.961330081381821","0.961330081381821"
"333","793","0.972562637160741","0.972562637160741","0.961223115719263","0.961223115719263"
"334","547","0.970152430750293","0.970152430750293","0.961124575434237","0.961124575434239"
"335","337","0.970081002178864","0.970081002178864","0.961069627319909","0.961069627319914"
"336","37","0.97115612884063","0.97115612884063","0.960969988072596","0.960969988072596"
"337","163","0.971026001954988","0.971026001954988","0.960965225902688","0.960965225902688"
"338","205","0.971296839675274","0.971296839675274","0.960956800525157","0.960956800525157"
"339","415","0.971548758882157","0.971548758882157","0.960944711940005","0.960944711940005"
"340","792","0.967842497346851","0.967842497346851","0.96090185241083","0.960901852410825"
"341","176","0.968610678895122","0.968610678895122","0.960784629766932","0.960784629766937"
"342","625","0.973920941710222","0.973920941710222","0.96071209825602","0.96071209825602"
"343","772","0.970240319330151","0.970240319330151","0.960592311366787","0.960592311366787"
"344","313","0.968588744726564","0.968588744726564","0.960584618630781","0.96058461863078"
"345","513","0.96853812754386","0.96853812754386","0.960571431083342","0.960571431083342"
"346","733","0.969055547368725","0.969055547368725","0.960556778252855","0.960556778252859"
"347","10","0.963627414873497","0.963627414873497","0.960556045611331","0.960556045611332"
"348","654","0.965087059379532","0.965087059379532","0.960538462214746","0.960538462214748"
"349","730","0.969550857478005","0.969550857478005","0.960510255516058","0.960510255516058"
"350","765","0.966649851868118","0.966649851868118","0.960456772684779","0.960456772684779"
"351","82","0.962009612366907","0.962009612366907","0.960455673722493","0.960455673722498"
"352","292","0.962098706637503","0.962098706637503","0.960439555608957","0.960439555608957"
"353","401","0.973272439052069","0.973272439052069","0.960370320984905","0.960370320984905"
"354","161","0.979007551451243","0.979007551451243","0.960277641832073","0.960277641832074"
"355","433","0.95897449391746","0.95897449391746","0.960254929944817","0.960254929944818"
"356","578","0.963185730751375","0.963185730751375","0.960230020132989","0.960230020132989"
"357","541","0.971578860418692","0.971578860418692","0.960214634660977","0.960214634660977"
"358","558","0.97017295571359","0.97017295571359","0.960190457490673","0.960190457490678"
"359","92","0.968593528203822","0.968593528203822","0.960134044093298","0.960134044093303"
"360","331","0.97159817822983","0.97159817822983","0.960066641073056","0.960066641073056"
"361","835","0.969549364859785","0.969549364859785","0.959849412861082","0.959849412861082"
"362","502","0.96152741412963","0.96152741412963","0.959765525406543","0.95976552540655"
"363","247","0.971238482319123","0.971238482319123","0.959556722572099","0.959556722572099"
